building id,building name,user defined building id,ubid,building type,year built (year),height (m),number of stories,total floor area (m2),baseline annual site energy use intensity (kWh/m2),baseline annual source energy use intensity (kWh/m2),baseline annual operational GHG emission intensity (kg/m2),baseline peak electricity load intensity(W/m2),baseline annual electricity use intensity (kWh/m2),baseline annual natural gas use intensity (kWh/m2),baseline annual electricity for heating (kWh/m2),baseline annual electricity for cooling (kWh/m2),baseline annual electricity for interior lighting (kWh/m2),baseline annual electricity for exterior lighting (kWh/m2),baseline annual electricity for interior equipment (kWh/m2),baseline annual electricity for exterior equipment (kWh/m2),baseline annual electricity for fans (kWh/m2),baseline annual electricity for pumps (kWh/m2),baseline annual electricity for water systems (kWh/m2),baseline annual electricity for refrigeration (kWh/m2),baseline annual natural gas for heating (kWh/m2),baseline annual natural gas for water systems (kWh/m2),baseline annual water for water systems (m3/m2),baseline average monthly peak electricity (kW),baseline cooling capacity (kW),baseline heating capacity (kW),simulation time (s),retrofit package id,retrofit package name,retrofit package ECM IDs,retrofit annual electricity for heating (kWh/m2),retrofit annual electricity for cooling (kWh/m2),retrofit annual electricity for interior lighting (kWh/m2),retrofit annual electricity for exterior lighting (kWh/m2),retrofit annual electricity for interior equipment (kWh/m2),retrofit annual electricity for exterior equipment (kWh/m2),retrofit annual electricity for fans (kWh/m2),retrofit annual electricity for pumps (kWh/m2),retrofit annual electricity for water systems (kWh/m2),retrofit annual electricity for refrigeration (kWh/m2),retrofit annual natural gas for heating (kWh/m2),retrofit annual natural gas for water systems (kWh/m2),retrofit annual water for water systems (m3/m2),retrofit average monthly peak electricity (kW),retrofit cooling capacity (kW),retrofit heating capacity (kW),annual site energy use intensity saving (kWh/m2),annual source energy use intensity saving (kWh/m2),annual operational GHG emission intensity reduction (kg/m2),peak electricity load intensity reduction (W/m2),annual electricity use intensity saving (kWh/m2),annual natural gas use intensity saving (kWh/m2),annual electricity cost saving ($),annual natural gas cost saving ($),annual energy cost saving ($),investment cost ($),incentive amount (%),payback year (year),embodied GHG emission (kg),life cycle GHG emission (kg),Applicable ECM ID 1,Applicable ECM name 1,Applicable ECM ID 2,Applicable ECM name 2,Applicable ECM ID 3,Applicable ECM name 3,Applicable ECM ID 4,Applicable ECM name 4,Applicable ECM ID 5,Applicable ECM name 5,Applicable ECM ID 6,Applicable ECM name 6,Applicable ECM ID 7,Applicable ECM name 7,Applicable ECM ID 8,Applicable ECM name 8,Applicable ECM ID 9,Applicable ECM name 9,Applicable ECM ID 10,Applicable ECM name 10,Applicable ECM ID 11,Applicable ECM name 11,Applicable ECM ID 12,Applicable ECM name 12,Applicable ECM ID 13,Applicable ECM name 13,Applicable ECM ID 14,Applicable ECM name 14,Applicable ECM ID 15,Applicable ECM name 15,Applicable ECM ID 16,Applicable ECM name 16,Applicable ECM ID 17,Applicable ECM name 17,Applicable ECM ID 18,Applicable ECM name 18,Applicable ECM ID 19,Applicable ECM name 19,Applicable ECM ID 20,Applicable ECM name 20\
7622867,,,4.23787E+11,Multi Family House,1971,13.85,4,6378.8384,97.1421,226.0695,18.16523624,22.4336,59.3638,37.7783,0,9.61502,12.9063,2.29565,32.1601,0,2.05796,0.32876,0,0,9.12371,16.7314,0.792624,110.747,196.395,153.08,586.36,931,ECM Package 1,17;18;49,2.11696,10.2682,12.9063,2.29565,32.1601,0,15.8618,0.32876,0,0,0,13.098,0.792624,128.799,237.061,432.569,-3.8168,-38.6473,-0.848757608,-1.2657,-16.574,12.7572,-17250.8,2546.2,-14704.6,254254.51,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622884,,,4.74824E+11,Multi Family House,1987,8.74,3,1653.8052,101.5275,229.3039,18.95366638,21.8498,58.7081,42.8194,0,10.7537,11.7661,2.02116,31.6756,0,2.16165,0.329954,0,0,1.03946,29.7452,0.795499,27.3001,52.6776,27.097,144.02,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622884,,,4.74824E+11,Multi Family House,1987,8.74,3,1653.8052,101.5275,229.3039,18.95366638,21.8498,58.7081,42.8194,0,10.7537,11.7661,2.02116,31.6756,0,2.16165,0.329954,0,0,1.03946,29.7452,0.795499,27.3001,52.6776,27.097,144.02,931,ECM Package 1,17;18;49,0.490118,10.8386,11.7661,2.02116,31.6756,0,17.0472,0.329954,0,0,0,24.2307,0.795499,30.1587,64.8585,121.125,-8.9067,-41.6648,-1.760518867,-0.8728,-15.4607,6.5539,-4172.08,339.14,-3832.94,72181.54,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622878,,,4.27728E+11,Multi Family House,1977,17.04,6,11545.7814,87.3693,217.6094,16.4025855,20.5899,60.2257,27.1436,0,11.3574,12.8593,2.2934,31.2512,0,2.13633,0.328054,0,0,4.68102,10.5911,0.790921,195.37,299.424,158.737,697.49,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622878,,,4.27728E+11,Multi Family House,1977,17.04,6,11545.7814,87.3693,217.6094,16.4025855,20.5899,60.2257,27.1436,0,11.3574,12.8593,2.2934,31.2512,0,2.13633,0.328054,0,0,4.68102,10.5911,0.790921,195.37,299.424,158.737,697.49,931,ECM Package 1,17;18;49,0.953464,12.5827,12.8593,2.2934,31.2512,0,13.5385,0.328054,0,0,0,8.27471,0.790921,212.332,366.794,669.132,-6.5835,-35.2969,-1.321715901,-1.6021,-13.581,6.9974,-25585.49,2527.89,-23057.61,388142.47,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622873,,,4.7641E+11,Multi Family House,1969,13.73,4,6796.3588,95.7891,225.3279,17.92315526,22.3747,59.6887,36.1004,0,10.1111,12.8998,2.29534,31.8652,0,2.1897,0.327456,0,0,8.31626,15.9896,0.789479,118.018,210.675,153.88,633.15,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622873,,,4.7641E+11,Multi Family House,1969,13.73,4,6796.3588,95.7891,225.3279,17.92315526,22.3747,59.6887,36.1004,0,10.1111,12.8998,2.29534,31.8652,0,2.1897,0.327456,0,0,8.31626,15.9896,0.789479,118.018,210.675,153.88,633.15,931,ECM Package 1,17;18;49,1.92138,10.7371,12.8998,2.29534,31.8652,0,16.39,0.327456,0,0,0,12.5049,0.789479,138.091,255.042,472.053,-4.9467,-40.1966,-1.055141058,-1.4195,-16.7476,11.8009,-18572.48,2509.51,-16062.97,273232.76,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622872,,,4.26608E+11,Large Office,1971,99.49,21,49568.3286,231.0653,693.9373,43.91708275,60.2489,215.942,15.1232,0,41.8377,67.0427,5.79647,68.5028,11.4136,6.76861,13.072,0,0,12.6467,2.47649,0.0693618,2766.78,5757.52,1643.12,487.45,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622872,,,4.26608E+11,Large Office,1971,99.49,21,49568.3286,231.0653,693.9373,43.91708275,60.2489,215.942,15.1232,0,41.8377,67.0427,5.79647,68.5028,11.4136,6.76861,13.072,0,0,12.6467,2.47649,0.0693618,2766.78,5757.52,1643.12,487.45,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,24.4627,17.9999,5.79647,68.5028,11.4136,2.6205,12.9117,0,0,0.739299,2.07382,0.0693618,1736.05,5757.52,1643.12,83.5317,236.5614,15.81146702,22.412,71.2216,12.3101,576044.7,19092.49,595137.19,747193.55,0,1.26,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622874,,,4.2434E+11,Multi Family House,1985,22.38,7,6078.3233,91.5912,222.6527,17.17033194,21.9321,60.5177,31.0735,0,12.2888,11.5461,2.00883,32.1233,0,2.21802,0.332694,0,0,2.31687,16.7052,0.802104,106.404,186.306,85.8308,297.73,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622874,,,4.2434E+11,Multi Family House,1985,22.38,7,6078.3233,91.5912,222.6527,17.17033194,21.9321,60.5177,31.0735,0,12.2888,11.5461,2.00883,32.1233,0,2.21802,0.332694,0,0,2.31687,16.7052,0.802104,106.404,186.306,85.8308,297.73,931,ECM Package 1,17;18;49,0.612289,14.264,11.5461,2.00883,32.1233,0,16.1664,0.332694,0,0,0,13.5892,0.802104,115.517,229.45,420.427,-11.1029,-46.2181,-2.168659149,-1.1112,-16.5359,5.433,-16400.3,1033.28,-15367.03,241318.73,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622871,,,4.7714E+11,Multi Family House,1970,14.23,5,7191.7715,94.067,227.1403,17.62755066,21.696,61.421,32.6459,0,12.2613,12.8944,2.29508,31.2742,0,2.36877,0.327305,0,0,5.38341,15.3746,0.789114,126.132,204.154,119.685,508.23,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622871,,,4.7714E+11,Multi Family House,1970,14.23,5,7191.7715,94.067,227.1403,17.62755066,21.696,61.421,32.6459,0,12.2613,12.8944,2.29508,31.2742,0,2.36877,0.327305,0,0,5.38341,15.3746,0.789114,126.132,204.154,119.685,508.23,931,ECM Package 1,17;18;49,1.09067,13.321,12.8944,2.29508,31.2742,0,15.0748,0.327305,0,0,0,12.0129,0.789114,136.673,248.726,458.817,-6.1113,-37.4666,-1.248234321,-1.342,-14.8564,8.7451,-17433.68,1967.87,-15465.8,264956.51,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622883,,,4.24149E+11,Multi Family House,1970,11.56,4,6808.632,92.596,222.8934,17.34872888,20.8765,60.128,32.468,0,11.0987,12.8997,2.29533,31.3806,0,2.12059,0.333152,0,0,4.56706,16.0472,0.80321,114.981,179.813,109.394,637.31,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622883,,,4.24149E+11,Multi Family House,1970,11.56,4,6808.632,92.596,222.8934,17.34872888,20.8765,60.128,32.468,0,11.0987,12.8997,2.29533,31.3806,0,2.12059,0.333152,0,0,4.56706,16.0472,0.80321,114.981,179.813,109.394,637.31,931,ECM Package 1,17;18;49,1.10588,11.2316,12.8997,2.29533,31.3806,0,13.811,0.333152,0,0,0,12.542,0.80321,125.091,218.049,400.201,-4.857,-32.1218,-1.002706054,-1.5055,-12.9292,8.0722,-14363.87,1719.69,-12644.19,235752.55,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622876,,,4.7661E+11,Multi Family House,1973,11.05,3,11065.4517,88.6243,216.9122,16.62085301,21.1463,59.2616,29.3627,0,9.24718,12.8618,2.29352,32.4481,0,2.08027,0.330691,0,0,6.46478,10.9932,0.797279,182.393,316.677,190.118,1417.53,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622876,,,4.7661E+11,Multi Family House,1973,11.05,3,11065.4517,88.6243,216.9122,16.62085301,21.1463,59.2616,29.3627,0,9.24718,12.8618,2.29352,32.4481,0,2.08027,0.330691,0,0,6.46478,10.9932,0.797279,182.393,316.677,190.118,1417.53,931,ECM Package 1,17;18;49,2.00971,8.92679,12.8618,2.29352,32.4481,0,15.1425,0.330691,0,0,0,8.60798,0.797279,231.231,381.52,704.132,-5.9015,-37.0273,-1.209225581,-5.3425,-14.7515,8.85,-26634.61,3064.14,-23570.47,415749.27,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622877,,,4.2679E+11,Multi Family House,1972,13.53,4,5650.2376,93.9923,223.1612,17.59629831,21.6326,59.5547,34.4376,0,9.33628,12.9198,2.29629,32.4698,0,2.19916,0.333282,0,0,3.63198,18.7007,0.803524,96.6941,233.166,129.263,428.03,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622877,,,4.2679E+11,Multi Family House,1972,13.53,4,5650.2376,93.9923,223.1612,17.59629831,21.6326,59.5547,34.4376,0,9.33628,12.9198,2.29629,32.4698,0,2.19916,0.333282,0,0,3.63198,18.7007,0.803524,96.6941,233.166,129.263,428.03,931,ECM Package 1,17;18;49,0.964503,11.507,12.9198,2.29629,32.4698,0,22.6398,0.333282,0,0,0,14.6995,0.803524,110.714,287.63,543.516,-15.9427,-66.0134,-3.112398503,-2.5369,-23.5758,7.6331,-21735.74,1349.48,-20386.26,298162.04,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622875,,,4.25208E+11,Multi Family House,1970,17.14,6,6880.0854,93.0766,221.0507,17.4251588,21.7405,59.0049,34.0718,0,10.0763,12.8986,2.29528,31.3118,0,2.08692,0.335912,0,0,6.27746,15.984,0.809866,117.401,200.177,137.738,374.36,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622875,,,4.25208E+11,Multi Family House,1970,17.14,6,6880.0854,93.0766,221.0507,17.4251588,21.7405,59.0049,34.0718,0,10.0763,12.8986,2.29528,31.3118,0,2.08692,0.335912,0,0,6.27746,15.984,0.809866,117.401,200.177,137.738,374.36,931,ECM Package 1,17;18;49,1.20966,11.6035,12.8986,2.29528,31.3118,0,15.6306,0.335912,0,0,0,12.506,0.809866,130.913,244.686,453.427,-6.5251,-40.8777,-1.33672973,-1.3317,-16.2806,9.7555,-18276.94,2100.09,-16176.85,258764.95,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622879,,,4.26232E+11,Large Office,1980,77.64,16,18973.3184,236.6163,686.7314,44.8638158,57.5972,209.7054,26.9108,0,47.8609,55.0383,5.79647,65.3296,11.4136,7.30862,15.2725,0,0,24.3489,2.56187,0.0693616,1029.19,2583.18,793.165,311.02,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622879,,,4.26232E+11,Large Office,1980,77.64,16,18973.3184,236.6163,686.7314,44.8638158,57.5972,209.7054,26.9108,0,47.8609,55.0383,5.79647,65.3296,11.4136,7.30862,15.2725,0,0,24.3489,2.56187,0.0693616,1029.19,2583.18,793.165,311.02,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,28.4847,16.4016,5.79647,65.3296,11.4136,3.03339,15.0844,0,0,1.7316,2.15226,0.0693616,688.598,2583.18,793.165,86.0239,221.9888,16.18504374,18.0848,62.997,23.027,195030.79,13670.24,208701.03,365924.18,0,1.75,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622881,,,4.2719E+11,Multi Family House,1985,16.79,5,13578.5575,75.6893,191.1227,14.22158871,20.0394,53.4205,22.2688,0,6.23094,11.5006,2.00629,32.0933,0,1.25844,0.330949,0,0,1.32472,9.00618,0.797901,199.242,356.746,126.59,832.07,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622881,,,4.2719E+11,Multi Family House,1985,16.79,5,13578.5575,75.6893,191.1227,14.22158871,20.0394,53.4205,22.2688,0,6.23094,11.5006,2.00629,32.0933,0,1.25844,0.330949,0,0,1.32472,9.00618,0.797901,199.242,356.746,126.59,832.07,931,ECM Package 1,17;18;49,0.653124,7.15494,11.5006,2.00629,32.0933,0,13.4292,0.330949,0,0,0,7.33796,0.797901,222.145,446.226,807.601,-10.755,-40.0258,-2.079165842,-1.024,-13.7479,2.9929,-30460.05,1271.59,-29188.45,474355.96,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622882,,,4.29166E+11,Large Office,1985,19.05,6,5410.536,203.0959,618.4393,38.63969918,53.5798,193.8701,9.2258,0,37.4009,55.0383,5.79647,65.3296,11.4135,5.83173,11.7202,0,0,6.34799,2.87784,0.069361,267.065,568.368,159.784,102,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622882,,,4.29166E+11,Large Office,1985,19.05,6,5410.536,203.0959,618.4393,38.63969918,53.5798,193.8701,9.2258,0,37.4009,55.0383,5.79647,65.3296,11.4135,5.83173,11.7202,0,0,6.34799,2.87784,0.069361,267.065,568.368,159.784,102,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,22.8287,16.979,5.79647,65.3296,11.4135,2.44164,11.637,0,0,0.332021,2.42058,0.069361,177.522,568.368,159.784,62.9705,184.1982,11.94610911,18.538,56.4972,6.4732,49877.86,1095.87,50973.72,118749.69,0,2.33,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622887,,,4.81265E+11,Multi Family House,1996,19.19,6,23974.6266,71.3374,185.3821,13.42771549,17.5561,52.8602,18.4773,0,8.75319,8.61246,1.71892,31.926,0,1.51757,0.332037,0,0,1.60762,4.92185,0.800524,336.402,451.894,124.282,1542.19,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622887,,,4.81265E+11,Multi Family House,1996,19.19,6,23974.6266,71.3374,185.3821,13.42771549,17.5561,52.8602,18.4773,0,8.75319,8.61246,1.71892,31.926,0,1.51757,0.332037,0,0,1.60762,4.92185,0.800524,336.402,451.894,124.282,1542.19,931,ECM Package 1,17;18;49,0.625484,9.23404,8.61246,1.71892,31.926,0,9.33729,0.332037,0,0,0,4.2498,0.800524,364.563,557.618,1259.44,-6.6464,-25.6342,-1.288966703,-1.6306,-8.9261,2.2797,-34918.2,1710.1,-33208.1,596481.15,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622880,,,4.28051E+11,Medium Office,1972,13.79,4,6058.6252,154.1419,474.1975,29.34790803,53.5404,149.4491,4.6928,0,26.7774,48.1938,15.6248,41.9187,0,16.8916,0.0427688,0,0,2.01171,2.68109,0.0693623,295.145,657.084,226.838,73.1,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622880,,,4.28051E+11,Medium Office,1972,13.79,4,6058.6252,154.1419,474.1975,29.34790803,53.5404,149.4491,4.6928,0,26.7774,48.1938,15.6248,41.9187,0,16.8916,0.0427688,0,0,2.01171,2.68109,0.0693623,295.145,657.084,226.838,73.1,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,16.3959,12.4576,15.6248,41.9187,0,6.19127,0.0408096,0,0,0.0559979,2.30021,0.0693623,201.049,657.084,226.838,59.1565,180.8681,11.25805844,18.066,56.82,2.3366,56171.41,442.95,56614.36,117105.46,0,2.07,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622890,,,4.49542E+11,Multi Family House,1996,19.59,6,26144.151,70.7049,184.4159,13.31173253,18.1502,52.7157,17.9893,0,8.78633,8.61125,1.71884,31.7527,0,1.51754,0.329039,0,0,1.6328,4.52112,0.793295,374.25,526.605,178.652,1761.09,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622890,,,4.49542E+11,Multi Family House,1996,19.59,6,26144.151,70.7049,184.4159,13.31173253,18.1502,52.7157,17.9893,0,8.78633,8.61125,1.71884,31.7527,0,1.51754,0.329039,0,0,1.6328,4.52112,0.793295,374.25,526.605,178.652,1761.09,931,ECM Package 1,17;18;49,0.663772,9.24072,8.61125,1.71884,31.7527,0,9.8572,0.329039,0,0,0,3.90387,0.793295,410.589,649.395,1143.63,-7.2078,-27.335,-1.395741789,-1.0154,-9.4578,2.25,-40346.47,1840.61,-38505.86,692120.89,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622885,,,4.7272E+11,Multi Family House,1969,11.48,4,5577.0556,94.7681,224.2026,17.7379091,22.0151,59.6632,35.1049,0,10.8122,12.9214,2.29637,31.0617,0,2.24152,0.329981,0,0,5.0125,18.368,0.795567,95.7529,170.72,98.2099,538.23,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622885,,,4.7272E+11,Multi Family House,1969,11.48,4,5577.0556,94.7681,224.2026,17.7379091,22.0151,59.6632,35.1049,0,10.8122,12.9214,2.29637,31.0617,0,2.24152,0.329981,0,0,5.0125,18.368,0.795567,95.7529,170.72,98.2099,538.23,931,ECM Package 1,17;18;49,1.13317,11.6314,12.9214,2.29637,31.0617,0,16.6,0.329981,0,0,0,14.3739,0.795567,104.764,206.594,386.412,-7.3042,-41.759,-1.478204451,-0.7365,-16.3108,9.0066,-14842.96,1571.68,-13271.29,221927.46,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622892,,,4.73767E+11,Large Office,1970,29.49,6,8301.0138,264.1598,763.5799,50.07220833,69.9614,232.6374,31.5224,0,53.3319,67.0427,5.79514,68.5028,11.4136,8.3927,16.0858,0,0,28.9293,2.59303,0.0693614,516.876,1217.14,373.889,115.78,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622892,,,4.73767E+11,Large Office,1970,29.49,6,8301.0138,264.1598,763.5799,50.07220833,69.9614,232.6374,31.5224,0,53.3319,67.0427,5.79514,68.5028,11.4136,8.3927,16.0858,0,0,28.9293,2.59303,0.0693614,516.876,1217.14,373.889,115.78,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,31.7077,17.0183,5.79514,68.5028,11.4136,3.49603,15.9162,0,0,3.19424,2.17908,0.0693614,327.805,1217.14,373.889,103.5226,270.4094,19.49216843,24.6349,77.3735,26.1491,104800.64,6791.78,111592.42,160946.48,0,1.44,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622888,,,4.84651E+11,Multi Family House,1995,18.9,4,14611.7112,81.3192,200.0601,15.25550175,19.3533,54.8684,26.4509,0,8.79506,8.62182,1.71956,33.6343,0,1.76661,0.330981,0,0,6.83093,7.80522,0.797977,221.226,373.205,210.028,1361.19,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
