building id,building name,user defined building id,ubid,building type,year built (year),height (m),number of stories,total floor area (m2),baseline annual site energy use intensity (kWh/m2),baseline annual source energy use intensity (kWh/m2),baseline annual operational GHG emission intensity (kg/m2),baseline peak electricity load intensity(W/m2),baseline annual electricity use intensity (kWh/m2),baseline annual natural gas use intensity (kWh/m2),baseline annual electricity for heating (kWh/m2),baseline annual electricity for cooling (kWh/m2),baseline annual electricity for interior lighting (kWh/m2),baseline annual electricity for exterior lighting (kWh/m2),baseline annual electricity for interior equipment (kWh/m2),baseline annual electricity for exterior equipment (kWh/m2),baseline annual electricity for fans (kWh/m2),baseline annual electricity for pumps (kWh/m2),baseline annual electricity for water systems (kWh/m2),baseline annual electricity for refrigeration (kWh/m2),baseline annual natural gas for heating (kWh/m2),baseline annual natural gas for water systems (kWh/m2),baseline annual water for water systems (m3/m2),baseline average monthly peak electricity (kW),baseline cooling capacity (kW),baseline heating capacity (kW),simulation time (s),retrofit package id,retrofit package name,retrofit package ECM IDs,retrofit annual electricity for heating (kWh/m2),retrofit annual electricity for cooling (kWh/m2),retrofit annual electricity for interior lighting (kWh/m2),retrofit annual electricity for exterior lighting (kWh/m2),retrofit annual electricity for interior equipment (kWh/m2),retrofit annual electricity for exterior equipment (kWh/m2),retrofit annual electricity for fans (kWh/m2),retrofit annual electricity for pumps (kWh/m2),retrofit annual electricity for water systems (kWh/m2),retrofit annual electricity for refrigeration (kWh/m2),retrofit annual natural gas for heating (kWh/m2),retrofit annual natural gas for water systems (kWh/m2),retrofit annual water for water systems (m3/m2),retrofit average monthly peak electricity (kW),retrofit cooling capacity (kW),retrofit heating capacity (kW),annual site energy use intensity saving (kWh/m2),annual source energy use intensity saving (kWh/m2),annual operational GHG emission intensity reduction (kg/m2),peak electricity load intensity reduction (W/m2),annual electricity use intensity saving (kWh/m2),annual natural gas use intensity saving (kWh/m2),annual electricity cost saving ($),annual natural gas cost saving ($),annual energy cost saving ($),investment cost ($),incentive amount (%),payback year (year),embodied GHG emission (kg),life cycle GHG emission (kg),Applicable ECM ID 1,Applicable ECM name 1,Applicable ECM ID 2,Applicable ECM name 2,Applicable ECM ID 3,Applicable ECM name 3,Applicable ECM ID 4,Applicable ECM name 4,Applicable ECM ID 5,Applicable ECM name 5,Applicable ECM ID 6,Applicable ECM name 6,Applicable ECM ID 7,Applicable ECM name 7,Applicable ECM ID 8,Applicable ECM name 8,Applicable ECM ID 9,Applicable ECM name 9,Applicable ECM ID 10,Applicable ECM name 10,Applicable ECM ID 11,Applicable ECM name 11,Applicable ECM ID 12,Applicable ECM name 12,Applicable ECM ID 13,Applicable ECM name 13,Applicable ECM ID 14,Applicable ECM name 14,Applicable ECM ID 15,Applicable ECM name 15,Applicable ECM ID 16,Applicable ECM name 16,Applicable ECM ID 17,Applicable ECM name 17,Applicable ECM ID 18,Applicable ECM name 18,Applicable ECM ID 19,Applicable ECM name 19,Applicable ECM ID 20,Applicable ECM name 20\
7623035,,,4.75346E+11,Large Office,1978,17.18,6,7558.7268,192.3854,592.7847,36.63356132,51.4988,186.9761,5.4093,0,32.5465,55.0383,5.79647,65.3296,11.4136,5.74442,9.91182,0,0,2.6603,2.74896,0.0693622,358.525,669.834,181.263,99.36,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623035,,,4.75346E+11,Large Office,1978,17.18,6,7558.7268,192.3854,592.7847,36.63356132,51.4988,186.9761,5.4093,0,32.5465,55.0383,5.79647,65.3296,11.4136,5.74442,9.91182,0,0,2.6603,2.74896,0.0693622,358.525,669.834,181.263,99.36,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,19.8146,17.6852,5.79647,65.3296,11.4136,2.27813,9.82777,0,0,0.201367,2.31172,0.0693622,237.43,669.834,181.263,56.8871,172.5727,10.82002658,17.7764,53.991,2.8962,66590.18,684.97,67275.14,145146.01,0,2.16,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623022,,,4.20792E+11,Large Office,1983,17.79,6,7742.8674,198.0763,607.8336,37.7059388,54.6442,191.3174,6.7589,0,35.8046,55.0383,5.79514,65.3296,11.4135,6.17207,10.3256,0,0,4.14452,2.61434,0.0693619,383.932,731.345,199.21,110.23,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623022,,,4.20792E+11,Large Office,1983,17.79,6,7742.8674,198.0763,607.8336,37.7059388,54.6442,191.3174,6.7589,0,35.8046,55.0383,5.79514,65.3296,11.4135,6.17207,10.3256,0,0,4.14452,2.61434,0.0693619,383.932,731.345,199.21,110.23,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,21.7202,18.1583,5.79514,65.3296,11.4135,2.51729,10.2416,0,0,0.357519,2.19819,0.0693619,256.318,731.345,199.21,59.3354,177.5285,11.2744784,17.0357,55.1322,4.2031,69654.28,1018.29,70672.57,145748.21,0,2.06,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623024,,,4.26547E+11,Multi Family House,1970,11.26,4,5688.2888,95.7516,229.6211,17.93603722,22.5906,61.7617,33.9898,0,12.2673,12.919,2.29625,31.5503,0,2.39781,0.331052,0,0,3.80714,18.1587,0.798149,101.41,180.852,100.274,530.97,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623024,,,4.26547E+11,Multi Family House,1970,11.26,4,5688.2888,95.7516,229.6211,17.93603722,22.5906,61.7617,33.9898,0,12.2673,12.919,2.29625,31.5503,0,2.39781,0.331052,0,0,3.80714,18.1587,0.798149,101.41,180.852,100.274,530.97,931,ECM Package 1,17;18;49,0.86394,12.9732,12.919,2.29625,31.5503,0,17.016,0.331052,0,0,0,14.2109,0.798149,109.619,217.417,405.284,-8.4332,-42.6881,-1.681594207,-0.9958,-16.1882,7.7549,-15025.17,1380.25,-13644.92,233099.22,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623023,,,4.20487E+11,Multi Family House,1975,10.95,3,15638.5392,84.7334,212.3796,15.91375156,20.9038,59.0476,25.6858,0,9.28095,12.8441,2.29268,32.4794,0,1.81801,0.332511,0,0,5.60011,8.15893,0.801666,258.709,399.066,244.219,1629.14,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623023,,,4.20487E+11,Multi Family House,1975,10.95,3,15638.5392,84.7334,212.3796,15.91375156,20.9038,59.0476,25.6858,0,9.28095,12.8441,2.29268,32.4794,0,1.81801,0.332511,0,0,5.60011,8.15893,0.801666,258.709,399.066,244.219,1629.14,931,ECM Package 1,17;18;49,1.85887,8.21675,12.8441,2.29268,32.4794,0,12.8103,0.332511,0,0,0,6.37074,0.801666,312.572,478.647,862.696,-4.3987,-29.2533,-0.908812924,-3.6609,-11.787,7.3883,-30077.26,3615.24,-26462.02,525167.8,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623025,,,4.20904E+11,Large Office,1971,25.07,8,12150.464,217.5257,668.9745,41.41494423,61.1737,210.8003,6.7254,0,38.6402,67.0427,5.79514,68.5028,11.4136,6.78569,11.0616,0,0,4.22465,2.50074,0.069362,671.118,1228.36,326.353,150.16,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623025,,,4.20904E+11,Large Office,1971,25.07,8,12150.464,217.5257,668.9745,41.41494423,61.1737,210.8003,6.7254,0,38.6402,67.0427,5.79514,68.5028,11.4136,6.78569,11.0616,0,0,4.22465,2.50074,0.069362,671.118,1228.36,326.353,150.16,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,22.7347,18.1075,5.79514,68.5028,11.4136,2.60703,10.9713,0,0,0.318943,2.1032,0.069362,420.811,1228.36,326.353,73.9213,223.119,14.05480366,21.0577,69.618,4.3032,138024.08,1636.01,139660.09,213162.38,0,1.53,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623026,,,4.31145E+11,Multi Family House,1970,12.54,4,6014.9872,100.2387,237.3639,18.76284107,24.9167,63.2121,37.0266,0,12.9654,12.9126,2.29595,32.0793,0,2.62437,0.334418,0,0,7.44172,17.5317,0.806263,115.322,209.309,137.207,603.03,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623026,,,4.31145E+11,Multi Family House,1970,12.54,4,6014.9872,100.2387,237.3639,18.76284107,24.9167,63.2121,37.0266,0,12.9654,12.9126,2.29595,32.0793,0,2.62437,0.334418,0,0,7.44172,17.5317,0.806263,115.322,209.309,137.207,603.03,931,ECM Package 1,17;18;49,1.57154,13.8356,12.9126,2.29595,32.0793,0,18.7436,0.334418,0,0,0,13.6936,0.806263,128.185,255.058,472.173,-7.2812,-46.4377,-1.495350153,-2.0756,-18.561,11.2798,-18216.96,2122.91,-16094.04,271845.47,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623041,,,4.73915E+11,Multi Family House,1984,12.82,4,17845.38,72.0277,184.198,13.54415204,18.4155,51.9468,20.0809,0,5.38903,11.4918,2.00579,31.6845,0,1.04468,0.330962,0,0,1.24437,7.01638,0.797933,244.809,347.581,125.563,1147.59,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623041,,,4.73915E+11,Multi Family House,1984,12.82,4,17845.38,72.0277,184.198,13.54415204,18.4155,51.9468,20.0809,0,5.38903,11.4918,2.00579,31.6845,0,1.04468,0.330962,0,0,1.24437,7.01638,0.797933,244.809,347.581,125.563,1147.59,931,ECM Package 1,17;18;49,0.714185,5.1466,11.4918,2.00579,31.6845,0,9.48593,0.330962,0,0,0,5.69154,0.797933,266.056,429.656,935.835,-6.3438,-25.2892,-1.234036954,-1.4116,-8.913,2.5692,-25953.17,1434.57,-24518.59,470101.62,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623027,,,4.33674E+11,Large Office,1984,29.26,6,8256.0672,233.8023,682.0455,44.34604281,62.4696,208.8771,24.9251,0,47.569,55.0383,5.79514,65.3296,11.4136,7.65433,14.2156,0,0,22.3308,2.59439,0.0693623,457.659,1070.67,327.536,104.8,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623027,,,4.33674E+11,Large Office,1984,29.26,6,8256.0672,233.8023,682.0455,44.34604281,62.4696,208.8771,24.9251,0,47.569,55.0383,5.79514,65.3296,11.4136,7.65433,14.2156,0,0,22.3308,2.59439,0.0693623,457.659,1070.67,327.536,104.8,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,28.6232,17.7137,5.79514,65.3296,11.4136,3.212,14.0714,0,0,2.12844,2.18138,0.0693623,307.433,1070.67,327.536,82.033,214.4976,15.44691673,19.2884,61.4177,20.6153,82738.35,5325.49,88063.84,155110.46,0,1.76,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623028,,,4.4194E+11,Large Office,1966,34.45,7,7635.9325,252.5,741.1667,47.91330137,68.6001,227.7711,24.7288,0,49.9225,67.0427,5.79514,68.5028,11.4136,8.48417,14.6261,0,0,22.1107,2.61814,0.0693615,468.643,1019.84,326.433,142.26,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623028,,,4.4194E+11,Large Office,1966,34.45,7,7635.9325,252.5,741.1667,47.91330137,68.6001,227.7711,24.7288,0,49.9225,67.0427,5.79514,68.5028,11.4136,8.48417,14.6261,0,0,22.1107,2.61814,0.0693615,468.643,1019.84,326.433,142.26,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,29.3738,16.8782,5.79514,68.5028,11.4136,3.35069,14.4739,0,0,2.42613,2.20076,0.0693615,293.116,1019.84,326.433,96.7476,261.7745,18.25763253,22.6371,76.6457,20.1019,95497.1,4802.82,100299.92,156106.88,0,1.56,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623032,,,4.2145E+11,Multi Family House,1986,5.71,2,6606.522,82.0606,197.6416,15.37534023,18.3513,53.3387,28.7219,0,6.89737,11.5395,2.00846,31.302,0,1.26099,0.330387,0,0,1.17524,15.6823,0.796545,94.1891,120.427,71.3557,795.22,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623032,,,4.2145E+11,Multi Family House,1986,5.71,2,6606.522,82.0606,197.6416,15.37534023,18.3513,53.3387,28.7219,0,6.89737,11.5395,2.00846,31.302,0,1.26099,0.330387,0,0,1.17524,15.6823,0.796545,94.1891,120.427,71.3557,795.22,931,ECM Package 1,17;18;49,0.901783,5.80509,11.5395,2.00846,31.302,0,9.06046,0.330387,0,0,0,12.7556,0.796545,107.103,142.196,257.912,-3.5071,-19.5852,-0.707645759,-2.3641,-7.609,4.1019,-8202.38,847.92,-7354.46,170360.12,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623029,,,4.26868E+11,Multi Family House,1974,10.66,3,10289.7153,86.9621,212.5915,16.30796663,20.7848,58.0293,28.9328,0,8.59137,12.8664,2.29374,32.1539,0,1.78889,0.335034,0,0,5.47509,11.677,0.807747,167.73,276.139,185.312,1197.57,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623029,,,4.26868E+11,Multi Family House,1974,10.66,3,10289.7153,86.9621,212.5915,16.30796663,20.7848,58.0293,28.9328,0,8.59137,12.8664,2.29374,32.1539,0,1.78889,0.335034,0,0,5.47509,11.677,0.807747,167.73,276.139,185.312,1197.57,931,ECM Package 1,17;18;49,1.86083,8.12587,12.8664,2.29374,32.1539,0,13.6849,0.335034,0,0,0,9.15728,0.807747,204.783,329.784,602.429,-5.2965,-33.3403,-1.085758383,-4.5069,-13.2913,7.9948,-22315.8,2574,-19741.8,361442.55,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623030,,,4.39146E+11,Large Office,1974,52.4,10,52048.727,229.0396,692.9103,43.55502721,62.8597,216.4683,12.5714,0,42.3286,67.0427,5.79514,68.5028,11.4136,7.48105,12.2043,0,0,10.2178,2.35354,0.0693617,2987.58,5770.01,1645.85,213.07,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623030,,,4.39146E+11,Large Office,1974,52.4,10,52048.727,229.0396,692.9103,43.55502721,62.8597,216.4683,12.5714,0,42.3286,67.0427,5.79514,68.5028,11.4136,7.48105,12.2043,0,0,10.2178,2.35354,0.0693617,2987.58,5770.01,1645.85,213.07,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,24.7252,19.1571,5.79514,68.5028,11.4136,2.88595,12.1834,0,0,0.854324,1.97188,0.0693617,1893.61,5770.01,1645.85,80.4088,232.1163,15.24030649,21.061,70.6637,9.7451,600131.8,15870.66,616002.46,688489.16,0,1.12,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623034,,,4.66704E+11,Medium Retail,1981,5.52,1,1614.559,338.693,752.5163,63.17252256,61.8469,189.8989,148.7941,0,16.7776,92.3203,18.8633,37.5446,0,24.2615,0.13159,0,0,134.718,14.0762,0.290779,86.3305,199.937,248.986,26.34,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623034,,,4.66704E+11,Medium Retail,1981,5.52,1,1614.559,338.693,752.5163,63.17252256,61.8469,189.8989,148.7941,0,16.7776,92.3203,18.8633,37.5446,0,24.2615,0.13159,0,0,134.718,14.0762,0.290779,86.3305,199.937,248.986,26.34,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,9.63799,23.1655,18.8633,37.5446,0,6.03222,0.172468,0,0,131.478,12.2639,0.290779,44.8965,199.937,248.986,99.5346,301.9803,18.93180334,23.9242,94.4827,5.0519,24891.25,255.21,25146.46,34404.22,0,1.37,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623033,,,4.20318E+11,Multi Family House,1969,8.6,3,8384.3154,83.1619,201.5917,15.58757499,19.8281,54.6755,28.4865,0,6.14605,12.8812,2.29445,31.5532,0,1.46749,0.333072,0,0,2.51953,13.9996,0.80302,122.752,227.84,108.06,786.89,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623033,,,4.20318E+11,Multi Family House,1969,8.6,3,8384.3154,83.1619,201.5917,15.58757499,19.8281,54.6755,28.4865,0,6.14605,12.8812,2.29445,31.5532,0,1.46749,0.333072,0,0,2.51953,13.9996,0.80302,122.752,227.84,108.06,786.89,931,ECM Package 1,17;18;49,0.868172,6.35475,12.8812,2.29445,31.5532,0,14.6289,0.333072,0,0,0,11.0402,0.80302,140.389,279.574,522.594,-8.7593,-38.9553,-1.722190512,-1.6394,-14.2383,5.479,-19478.95,1437.36,-18041.59,305976.02,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623036,,,4.3026E+11,Large Office,1984,21.58,7,16618.1148,193.0162,595.2255,36.75593991,51.5706,187.827,5.1892,0,33.2135,55.0383,5.79647,65.3296,11.4135,5.55821,10.269,0,0,2.61263,2.57661,0.0693617,793.179,1514.68,388.012,120.57,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623036,,,4.3026E+11,Large Office,1984,21.58,7,16618.1148,193.0162,595.2255,36.75593991,51.5706,187.827,5.1892,0,33.2135,55.0383,5.79647,65.3296,11.4135,5.55821,10.269,0,0,2.61263,2.57661,0.0693617,793.179,1514.68,388.012,120.57,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,20.2708,18.688,5.79647,65.3296,11.4135,2.2986,10.144,0,0,0.155286,2.16638,0.0693617,531.958,1514.68,388.012,55.8949,169.5168,10.63110634,17.4688,53.0273,2.8676,143787.74,1491.05,145278.79,257418.9,0,1.77,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623037,,,4.34177E+11,Large Office,1969,9.38,3,12088.2654,205.7885,635.7738,39.19344185,55.1095,200.8114,4.9771,0,31.7427,67.0427,5.79647,68.5028,11.4135,5.34902,9.80493,0,0,2.34802,2.62911,0.0693615,612.353,1048.77,270.759,63.95,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623037,,,4.34177E+11,Large Office,1969,9.38,3,12088.2654,205.7885,635.7738,39.19344185,55.1095,200.8114,4.9771,0,31.7427,67.0427,5.79647,68.5028,11.4135,5.34902,9.80493,0,0,2.34802,2.62911,0.0693615,612.353,1048.77,270.759,63.95,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,20.1836,20.7917,5.79647,68.5028,11.4135,2.22712,9.68363,0,0,0.268598,2.21161,0.0693615,390.935,1048.77,270.759,63.871,195.3364,12.15553162,20.8765,61.3741,2.4969,121056.82,944.42,122001.24,173702.75,0,1.42,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623038,,,4.34198E+11,Large Office,1984,9.77,3,10436.4882,188.2683,579.3132,35.84603837,49.7506,182.5988,5.6695,0,29.7076,55.0383,5.79647,65.3296,11.4136,5.05622,9.17225,0,0,3.00938,2.66014,0.0693615,476.246,848.265,229.82,58.44,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623038,,,4.34198E+11,Large Office,1984,9.77,3,10436.4882,188.2683,579.3132,35.84603837,49.7506,182.5988,5.6695,0,29.7076,55.0383,5.79647,65.3296,11.4136,5.05622,9.17225,0,0,3.00938,2.66014,0.0693615,476.246,848.265,229.82,58.44,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,19.1196,20.6259,5.79647,65.3296,11.4136,2.17785,9.06491,0,0,0.320252,2.23744,0.0693615,325.915,848.265,229.82,51.3788,154.8256,9.76760706,16.4027,48.2669,3.1118,82194.81,1016.17,83210.98,153733.51,0,1.85,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7623040,,,4.03773E+11,Multi Family House,1984,12.11,4,28574.6244,71.6387,188.9997,13.49729619,17.4256,54.4397,17.199,0,7.8139,11.4813,2.00521,31.4471,0,1.36121,0.331007,0,0,0.964372,4.41972,0.79804,404.986,480.187,155.398,2371.18,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623040,,,4.03773E+11,Multi Family House,1984,12.11,4,28574.6244,71.6387,188.9997,13.49729619,17.4256,54.4397,17.199,0,7.8139,11.4813,2.00521,31.4471,0,1.36121,0.331007,0,0,0.964372,4.41972,0.79804,404.986,480.187,155.398,2371.18,931,ECM Package 1,17;18;49,0.627858,7.20163,11.4813,2.00521,31.4471,0,8.38465,0.331007,0,0,0,3.57913,0.79804,433.012,579.401,1240.38,-5.2341,-20.2074,-1.015179779,-1.4807,-7.039,1.805,-32819.65,1613.78,-31205.87,641184.79,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623044,,,4.19347E+11,Medium Office,1988,12.55,4,4551.9252,140.3462,430.6881,26.716451,49.4909,135.562,4.7842,0,25.5599,39.5644,15.6248,39.977,0,14.7953,0.0404928,0,0,2.04142,2.74282,0.0693619,198.349,473.844,168.679,77.97,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
